source_hgnc	interaction_directed_signed	target_hgnc	source_uniprot	target_uniprot	source_hgnc_status	target_hgnc_status
DLL1	1	NOTCH	O00548	SIGNOR-PF30	1	0
DLL3	1	NOTCH	Q9NYJ7	SIGNOR-PF30	1	0
DTX1	1	NOTCH	Q86Y01	SIGNOR-PF30	1	0
CNTN6	1	NOTCH	Q9UQ52	SIGNOR-PF30	1	0
POGLUT1	1	NOTCH	Q8NBL1	SIGNOR-PF30	1	0
FOXO3	-1	NOTCH	O43524	SIGNOR-PF30	1	0
KPNA3	1	NOTCH	O00505	SIGNOR-PF30	1	0
KPNA4	1	NOTCH	O00629	SIGNOR-PF30	1	0
MAML3	1	NOTCH	Q96JK9	SIGNOR-PF30	1	0
HIF1AN	-1	NOTCH	Q9NWT6	SIGNOR-PF30	1	0
SMAD3	1	NOTCH	P84022	SIGNOR-PF30	1	0
POFUT1	1	NOTCH	Q9H488	SIGNOR-PF30	1	0
EIF3F	1	NOTCH	O00303	SIGNOR-PF30	1	0
g-secretase	1	NOTCH	SIGNOR-C98	SIGNOR-PF30	0	0
NOTCH	1	LFNG	SIGNOR-PF30	Q8NES3	0	1
NOTCH	1	SNW1	SIGNOR-PF30	Q13573	0	1
NOTCH	1	HEY2	SIGNOR-PF30	Q9UBP5	0	1
NOTCH	1	HEYL	SIGNOR-PF30	Q9NQ87	0	1
NOTCH	1	ADAM19	SIGNOR-PF30	Q9H013	0	1
NOTCH	1	HEY1	SIGNOR-PF30	Q9Y5J3	0	1
NOTCH	1	PIN1	SIGNOR-PF30	Q13526	0	1
NOTCH	1	PAX7	SIGNOR-PF30	P23759	0	1
MAP2K1	1	MAPK1	Q02750	P28482	1	1
CyclinB/CDK1	1	KIF22	SIGNOR-C17	Q14807	0	1
AXL	1	AXL	P30530	P30530	1	1
MAP2K1	1	MAPK1	Q02750	P28482	1	1
SDC3	1	NOTCH	O75056	SIGNOR-PF30	1	0
SIAH1	1	NOTCH	Q8IUQ4	SIGNOR-PF30	1	0
ITCH	-1	NOTCH	Q96J02	SIGNOR-PF30	1	0
KPNA6	1	NOTCH	O60684	SIGNOR-PF30	1	0
XXYLT1	1	NOTCH	Q8NBI6	SIGNOR-PF30	1	0
ADAM17	1	NOTCH	P78536	SIGNOR-PF30	1	0
NOTCH	1	BMPR1A/1B/2	SIGNOR-PF30	SIGNOR-C29	0	0
NOTCH	1	BCL2	SIGNOR-PF30	P10415	0	1
NOTCH	1	IL7R	SIGNOR-PF30	P16871	0	1
NOTCH	1	MAML3	SIGNOR-PF30	Q96JK9	0	1
IRAK1	1	PELI1	P51617	Q96FA3	1	1
NOTCH	1	MAML2	SIGNOR-PF30	Q8IZL2	0	1
NOTCH	1	JAG1	SIGNOR-PF30	P78504	0	1
NOTCH	1	CCND1	SIGNOR-PF30	P24385	0	1
RRAGC	1	RPTOR	Q9HB90	Q8N122	1	1
CCL5	1	CCR1	P13501	P32246	1	1
CCL7	1	CCR1	P80098	P32246	1	1
IRAK1	1	PELI1	P51617	Q96FA3	1	1
IL5RA	1	ERK1/2	Q01344	SIGNOR-PF1	1	0
IL5RA	1	AKT1	Q01344	P31749	1	1
IL5RA	1	JAK2	Q01344	O60674	1	1
AKT1	1	Proliferation	P31749	SIGNOR-PH4	1	0
ERK1/2	1	Proliferation	SIGNOR-PF1	SIGNOR-PH4	0	0
ERK1/2	1	Differentiation	SIGNOR-PF1	SIGNOR-PH37	0	0
CCL11	1	CCR3	P51671	P51677	1	1
CCR3	1	ERK1/2	P51677	SIGNOR-PF1	1	0
CCR3	1	p38	P51677	SIGNOR-PF16	1	0
ERK1/2	1	Inflammation	SIGNOR-PF1	SIGNOR-PH12	0	0
p38	1	Actin cytoskeleton reorganization	SIGNOR-PF16	SIGNOR-PH84	0	0
TGFBR1	1	SMAD3	P36897	P84022	1	1
SMAD3	1	FOXP3	P84022	Q9BZS1	1	1
SMAD3	1	FOXP3	P84022	Q9BZS1	1	1
STAT3	-1	FOXP3	P40763	Q9BZS1	1	1
STAT5A	1	FOXP3	P42229	Q9BZS1	1	1
CCL3	1	CCR1	P10147	P32246	1	1
CCR1	1	Differentiation	P32246	SIGNOR-PH37	1	0
CCL5	1	CCR3	P13501	P51677	1	1
MAP4K2	1	MAP3K1	Q12851	Q13233	1	1
DUSP1	-1	MAPK3	P28562	P27361	1	1
CSNK1E	-1	YAP1	P49674	P46937	1	1
JNK	-1	CTNNB1	SIGNOR-PF15	P35222	0	1
SRC	1	PTK2	P12931	Q05397	1	1
WWTR1	-1	DVL1	Q9GZV5	O14640	1	1
MAPK3	-1	ETV6	P27361	P41212	1	1
HBEGF	1	EGFR	Q99075	P00533	1	1
SIRT1	-1	NOTCH1	Q96EB6	P46531	1	1
PRKCA	-1	CREBBP	P17252	Q92793	1	1
EFNA2	1	EPHA7	O43921	Q15375	1	1
DUSP7	-1	MAPK14	Q16829	Q16539	1	1
Purmorphamine	1	SMO	CID:5284329	Q99835	0	1
EFNA1	1	EPHA7	P20827	Q15375	1	1
CALM1	1	EEF2K	P62158	O00418	1	1
WNT16	1	CHRNA1	Q9UBV4	P02708	1	1
PPP3CC	1	NFATC1	P48454	O95644	1	1
GRB2	1	MAP4K1	P62993	Q92918	1	1
AKT	1	HK1	SIGNOR-PF24	P19367	0	1
GH1	1	GHR	P01241	P10912	1	1
MAP3K11	1	MAPK8	Q16584	P45983	1	1
Lipopolysaccharide	1	TLR4	CID:11970143	O00206	0	1
IKBKG	1	IKK-complex	Q9Y6K9	SIGNOR-C14	1	0
NRG1	1	ERBB4	Q02297	Q15303	1	1
NOTCH1	1	HIF1A	P46531	Q16665	1	1
MAP2K6	1	MAPK11	P52564	Q15759	1	1
LRP6	-1	GSK3B/Axin/APC	O75581	SIGNOR-C110	1	0
MAPK3	-1	SULT4A1	P27361	Q9BR01	1	1
PLCE1	1	HRAS	Q9P212	P01112	1	1
PLD1	1	AC1NUST0	Q13393	CID:5460104	1	0
MAPK1	1	RPS6KB1	P28482	P23443	1	1
CDK1	1	RPS6KB1	P06493	P23443	1	1
MAPK14	-1	BCL2	Q16539	P10415	1	1
NRAS	1	RAF1	P01111	P04049	1	1
LPAR1	1	GNAQ	Q92633	P50148	1	1
RPS6KA3	-1	BAD	P51812	Q92934	1	1
GRB2	1	CBL	P62993	P22681	1	1
Sunitinib malate	-1	FLT3	CID:6456015	P36888	0	1
GLI2	1	BMP2	P10070	P12643	1	1
CAMK2B	1	AMPK	Q13554	SIGNOR-C15	1	0
MAP3K11	1	MAP2K4	Q16584	P45985	1	1
MAP4K1	1	MAPK8	Q92918	P45983	1	1
MTOR	1	RPS6KB2	P42345	Q9UBS0	1	1
SRC	1	IKK-complex	P12931	SIGNOR-C14	1	0
MAP3K11	1	MAPK9	Q16584	P45984	1	1
TRAF2	1	BIRC2	Q12933	Q13490	1	1
PRKCA	unknown	RHO	P17252	P08100	1	1
MAPK1	1	RPS6KA5	P28482	O75582	1	1
TNFRSF1A	1	TRADD	P19438	Q15628	1	1
SRC	1	PTPRA	P12931	P18433	1	1
PRKACA	1	CBX3	P17612	Q13185	1	1
CSNK2A1	1	EIF5	P68400	P55010	1	1
WNT9B	1	LRP6	O14905	O75581	1	1
EGFR	1	NCK1	P00533	P16333	1	1
CyclinB/CDK1	1	MAPK6	SIGNOR-C17	Q16659	0	1
CyclinB/CDK1	1	MAPK6	SIGNOR-C17	Q16659	0	1
PRKCD	1	PA2G4	Q05655	Q9UQ80	1	1
AMPK	1	TSC1	SIGNOR-C15	Q92574	0	1
BMP2	1	BMPR2	P12643	Q13873	1	1
RPS6KA5	1	HIST1H3A	O75582	P68431	1	1
F2RL3	1	GNA13	Q96RI0	Q14344	1	1
CBLC	-1	LRIG1	Q9ULV8	Q96JA1	1	1
BMPR2	1	BMPR1B	Q13873	O00238	1	1
SRC	1	RAF1	P12931	P04049	1	1
CSNK1E	1	ROR2	P49674	Q01974	1	1
LPAR1	1	GNAI1	Q92633	P63096	1	1
BMS-265246	-1	CDK1	CID:5329775	P06493	0	1
GRB2	1	ABL1	P62993	P00519	1	1
CyclinE/CDK2	-1	NPM1	SIGNOR-C16	P06748	0	1
ERBB4	1	STAT5A	Q15303	P42229	1	1
PRKCA	-1	ADD2	P17252	P35612	1	1
WNT11	1	MUSK	O96014	O15146	1	1
LIMK2	-1	CFL1	P53671	P23528	1	1
CyclinB/CDK1	1	MAPK6	SIGNOR-C17	Q16659	0	1
DKK1	-1	LRP6	O94907	O75581	1	1
E2F4	-1	PPARG	Q16254	P37231	1	1
E2F1	1	PPARG	Q01094	P37231	1	1
PHLPP1	-1	RPS6KB1	O60346	P23443	1	1
PHLPP2	-1	RPS6KB1	Q6ZVD8	P23443	1	1
DUSP2	-1	MAPK14	Q05923	Q16539	1	1
SREBF1	1	FASN	P36956	P49327	1	1
TGFB1	1	PI3K	P01137	SIGNOR-C156	1	0
TGFB1	1	PIK3R1	P01137	P27986	1	1
MTOR	1	EIF4EBP3	P42345	O60516	1	1
DAB2	-1	LRP6	P98082	O75581	1	1
GDF2	1	ALPL	Q9UK05	P05186	1	1
WNT3A	1	ALPL	P56704	P05186	1	1
IL27	1	IL27RA	Q8NEV9	Q6UWB1	1	1
CSNK2A1	1	XRCC1	P68400	P18887	1	1
YAP1	1	TP73	P46937	O15350	1	1
E2F1	1	CDC25A	Q01094	P30304	1	1
NOTCH	form complex	RBPJ/NOTCH	SIGNOR-PF30	SIGNOR-C97	0	0
RBPJ/NOTCH	1	HES1	SIGNOR-C97	Q14469	0	1
RBPJ/NOTCH	1	HEY1	SIGNOR-C97	Q9Y5J3	0	1
CSNK1E	-1	CTNNB1	P49674	P35222	1	1
PRKCG	-1	KIR3DL1	P05129	P43629	1	1
AKT1	1	Fibrosis	P31749	SIGNOR-PH90	1	0
AKT1	1	Proliferation	P31749	SIGNOR-PH4	1	0
ERK1/2	1	Fibrosis	SIGNOR-PF1	SIGNOR-PH90	0	0
ERK1/2	1	Proliferation	SIGNOR-PF1	SIGNOR-PH4	0	0
SMAD3/SMAD4	1	Fibrosis	SIGNOR-C9	SIGNOR-PH90	0	0
PDGFRA	1	AKT1	P16234	P31749	1	1
PDGFRA	1	ERK1/2	P16234	SIGNOR-PF1	1	0
Imatinib	-1	PDGFRA	CID:5291	P16234	0	1
DLL1	1	NOTCH	O00548	SIGNOR-PF30	1	0
DLL1	1	NOTCH	O00548	SIGNOR-PF30	1	0
RBPJ/NOTCH	1	HEY1	SIGNOR-C97	Q9Y5J3	0	1
RBPJ/NOTCH	1	PAX7	SIGNOR-C97	P23759	0	1
HES1	-1	MYOD1	Q14469	P15172	1	1
HEY1	-1	MYOD1	Q9Y5J3	P15172	1	1
PAX7	1	Quiescience	P23759	SIGNOR-PH25	1	0
ERBB4	1	PIK3CB	Q15303	P42338	1	1
ERBB4	1	PIK3CD	Q15303	O00329	1	1
SRC	1	SPTAN1	P12931	Q13813	1	1
EIF2AK3	-1	EIF2S1	Q9NZJ5	P05198	1	1
CyclinB/CDK1	1	MAPK6	SIGNOR-C17	Q16659	0	1
PAX7	1	Quiescience	P23759	SIGNOR-PH25	1	0
PAX7	-1	Differentiation	P23759	SIGNOR-PH37	1	0
PAX7	-1	Differentiation	P23759	SIGNOR-PH37	1	0
ERBB4	1	PIK3CG	Q15303	P48736	1	1
ACADESINE	1	PRKAG1	CID:17513	P54619	0	1
WNT7A	1	FZD7	O00755	O75084	1	1
FZD7	1	RAC1	O75084	P63000	1	1
RAC1	1	Proliferation	P63000	SIGNOR-PH4	1	0
WNT1	1	Frizzled	P04628	SIGNOR-PF11	1	0
WNT3A	1	Frizzled	P56704	SIGNOR-PF11	1	0
WNT5A	1	Frizzled	P41221	SIGNOR-PF11	1	0
Frizzled	1	CTNNB1	SIGNOR-PF11	P35222	0	1
CTNNB1	1	MYOD1	P35222	P15172	1	1
CTNNB1	1	Proliferation	P35222	SIGNOR-PH4	1	0
IL6	1	IL6R	P05231	P08887	1	1
IL6	1	IL6R	P05231	P08887	1	1
IL6	1	IL6R	P05231	P08887	1	1
STAT3	1	Proliferation	P40763	SIGNOR-PH4	1	0
STAT3	1	Proliferation	P40763	SIGNOR-PH4	1	0
PAX7	-1	MYOD1	P23759	P15172	1	1
MYOD1	-1	PAX7	P15172	P23759	1	1
MYOD1	1	MYOG	P15172	P15173	1	1
MYOD1	1	MYOG	P15172	P15173	1	1
PAX7	1	MYF5	P23759	P13349	1	1
MYF5	1	Proliferation	P13349	SIGNOR-PH4	1	0
MYOG	1	Differentiation	P15173	SIGNOR-PH37	1	0
MYOG	1	MYF6	P15173	P23409	1	1
MYF6	1	Differentiation	P23409	SIGNOR-PH37	1	0
ATR	1	MCM6	Q13535	Q14566	1	1
HIC1	-1	SIRT1	Q14526	Q96EB6	1	1
HIF1A	1	ABCB1	Q16665	P08183	1	1
HIF1A	1	ALAS2	Q16665	P22557	1	1
HIF1A	1	ALDOA	Q16665	P04075	1	1
HIF1A	1	NT5E	Q16665	P21589	1	1
HIF1A	1	PGK1	Q16665	P00558	1	1
HLTF	1	OCA2	Q14527	Q04671	1	1
HMGA1	1	KITLG	P17096	P21583	1	1
HMGA1	1	SLC2A3	P17096	P11169	1	1
CAV1	1	HMGA1	Q03135	P17096	1	1
HMGB2	1	GFI1B	P26583	Q5VTD9	1	1
GATA1	1	GFI1B	P15976	Q5VTD9	1	1
NFYB	1	GFI1B	P25208	Q5VTD9	1	1
POU2F1	1	GFI1B	P14859	Q5VTD9	1	1
NFYC	1	GFI1B	Q13952	Q5VTD9	1	1
NFYA	1	GFI1B	P23511	Q5VTD9	1	1
HNF1A	1	AFP	P20823	P02771	1	1
ZFHX3	-1	AFP	Q15911	P02771	1	1
NLK	-1	TCF7L2	Q9UBE8	Q9NQB0	1	1
SRC	1	IGF1R	P12931	P08069	1	1
PRKCD	-1	EP300	Q05655	Q09472	1	1
HNF1A	1	UGT1A1	P20823	P22309	1	1
NR1I3	1	UGT1A1	Q14994	P22309	1	1
NR3C1	1	UGT1A1	P04150	P22309	1	1
NR1I2	1	UGT1A1	O75469	P22309	1	1
HNF1B	1	UMOD	P35680	P07911	1	1
HNF4G	1	AFP	Q14541	P02771	1	1
Retinoic acid	-1	AFP	CID:444795	P02771	0	1
Retinoic acid	-1	HNF4G	CID:444795	Q14541	0	1
Retinoic acid	-1	HNF4A	CID:444795	P41235	0	1
HNF4A	1	AFP	P41235	P02771	1	1
HNF1A	1	AFP	P20823	P02771	1	1
HNF4A	1	C1QTNF5	P41235	Q9BXJ0	1	1
HNF4A	-1	GFER	P41235	P55789	1	1
SP1	1	GFER	P08047	P55789	1	1
HNF4A	1	PCSK9	P41235	Q8NBP7	1	1
SREBF2	1	NPC1L1	Q12772	Q9UHC9	1	1
SREBF2	1	LDLR	Q12772	P01130	1	1
HNF4A	1	LDLR	P41235	P01130	1	1
SREBF2	-1	ABCG5	Q12772	Q9H222	1	1
SREBF2	-1	ABCG8	Q12772	Q9H221	1	1
HNF4A	-1	ABCG5	P41235	Q9H222	1	1
HNF4A	-1	ABCG8	P41235	Q9H221	1	1
SREBF2	1	PCSK9	Q12772	Q8NBP7	1	1
HNF4A	1	NPC1L1	P41235	Q9UHC9	1	1
SREBF2	-1	LRP1	Q12772	Q07954	1	1
SREBF1	-1	LRP1	P36956	Q07954	1	1
HOPX	1	FLG	Q9BPY8	P20930	1	1
HOPX	1	LOR	Q9BPY8	P23490	1	1
HOXA10	1	EMX2	P31260	Q04743	1	1
PBX2	1	EMX2	P40425	Q04743	1	1
HOXA10	-1	IGFBP1	P31260	P08833	1	1
HOXA10	-1	PHGDH	P31260	O43175	1	1
HOXA11	-1	HOXA10	P31270	P31260	1	1
GATA1	-1	HOXA10	P15976	P31260	1	1
FLI1	-1	HOXA10	Q01543	P31260	1	1
HOXA7	-1	KRT10	P31268	P13645	1	1
HOXA7	-1	IVL	P31268	P07476	1	1
DUSP6	-1	MAPK1	Q16828	P28482	1	1
PTPRB	-1	GHR	P23467	P10912	1	1
AXIN1	1	MAP3K1	O15169	Q13233	1	1
HOXA7	-1	TGM1	P31268	P22735	1	1
SGI-1776	-1	PIM2	CID:24795070	Q9P1W9	0	1
PAX3	1	LEF1	P23760	Q9UJU2	1	1
HOXB13	-1	AR	Q92826	P10275	1	1
HOXB13	-1	TCF4	Q92826	P15884	1	1
HSF1	1	HSPA6	Q00613	P17066	1	1
HSF2	1	HSPA6	Q03933	P17066 	1	1
HSF4	1	DNASE2B	Q9ULV5	Q8WZ79	1	1
ING1	-1	AFP	Q9UK53	P02771	1	1
SIRT2	-1	CDKN1A	Q8IXJ6	P38936	1	1
TP53	-1	AFP	P04637	P02771	1	1
ING1	1	CDKN1A	Q9UK53	P38936	1	1
TP53	1	CDKN1A	P04637	P38936	1	1
ING2	-1	AFP	Q9H160	P02771	1	1
ING1	-1	SIRT2	Q9UK53	Q8IXJ6	1	1
SIRT2	1	AFP	Q8IXJ6	P02771	1	1
ING1	1	BAX	Q9UK53	Q07812	1	1
STAT5A	1	PIM2	P42229	Q9P1W9	1	1
AKT	1	MDM2	SIGNOR-PF24	Q00987	0	1
ING1	1	CASP3	Q9UK53	P42574	1	1
ING1	1	TP53	Q9UK53	P04637	1	1
ING2	1	MMP13	Q9H160	P45452	1	1
IRF1	-1	DST	P10914	Q03001	1	1
IRF2	-1	DST	P14316	Q03001	1	1
IRF1	1	SOCS2	P10914	O14508	1	1
IRF3	1	SOCS2	Q14653	O14508	1	1
PIM1	-1	Apoptosis	P11309	SIGNOR-PH2	1	0
GSK3A	-1	NOTCH1	P49840	P46531	1	1
IRF5	1	IL1B	Q13568	P01584	1	1
NfKb-p65/p50	1	IL6	SIGNOR-C13	P05231	0	1
PRKCD	1	PRKCD	Q05655	Q05655	1	1
TBX21	-1	IL4	Q9UL17	P05112	1	1
NfKb-p65/p50	1	IL4	SIGNOR-C13	P05112	0	1
NFATC1	1	IL4	O95644	P05112	1	1
CIITA	-1	IL4	P33076	P05112	1	1
GATA3	1	IL4	P23771	P05112	1	1
IRF4	1	IL4	Q15306	P05112	1	1
NFATC2	1	IL4	Q13469	P05112	1	1
JUNB	1	IL4	P17275	P05112	1	1
LEF1	-1	IL4	Q9UJU2	P05112	1	1
POU2F1	-1	IL4	P14859	P05112	1	1
PROX1	-1	IFNG	Q92786	P01579	1	1
PROX1	-1	RORC	Q92786	P51449	1	1
TBX21	1	IFNG	Q9UL17	P01579	1	1
NfKb-p65/p50	1	CCL2	SIGNOR-C13	P13500	0	1
ATF2	1	IL6	P15336	P05231	1	1
CyclinB/CDK1	1	SIRT1	SIGNOR-C17	Q96EB6	0	1
TYK2	1	IFNAR1	P29597	P17181	1	1
AP1	1	IL6	SIGNOR-C154	P05231	0	1
PIM2	-1	Apoptosis	Q9P1W9	SIGNOR-PH2	1	0
IRF2	1	TAP1	P14316	Q03518	1	1
STAT1	1	TAP1	P42224	Q03518	1	1
GSK3B	-1	EIF4EBP1	P49841	Q13541	1	1
IRF5	-1	IL10	Q13568	P22301	1	1
STAT3	1	IL10	P40763	P22301	1	1
FLI1	1	IL10	Q01543	P22301	1	1
STAT3	1	TGFB1	P40763	P01137	1	1
IRF5	1	TNF	Q13568	P01375	1	1
STAT6	1	KLF4	P42226	O43474	1	1
KLF4	-1	TNF	O43474	P01375	1	1
ATF1	1	IL10	P18846	P22301	1	1
CREB1	1	IL10	P16220	P22301	1	1
CEBPB	1	IL10	P17676	P22301	1	1
TBX21	-1	IL10	Q9UL17	P22301	1	1
FOXP3	1	IL10	Q9BZS1	P22301	1	1
SNAI1	form complex	SNAIL/RELA/PARP1	O95863	SIGNOR-C198	1	0
RELA	form complex	SNAIL/RELA/PARP1	Q04206	SIGNOR-C198	1	0
PARP1	form complex	SNAIL/RELA/PARP1	P09874	SIGNOR-C198	1	0
SNAIL/RELA/PARP1	1	FN1	SIGNOR-C198	P02751	0	1
STAT1	1	IRF2	P42224	P14316	1	1
IRF3	1	ABCC2	Q14653	Q92887	1	1
JUN	1	ABCB1	P05412	P08183	1	1
JUNB	-1	LOR	P17275	P23490	1	1
JUN	1	LOR	P05412	P23490	1	1
SP3	-1	LOR	Q02447	P23490	1	1
SP1	1	LOR	P08047	P23490	1	1
JUN	1	MMP13	P05412	P45452	1	1
KCNIP3	-1	PDYN	Q9Y2W7	P01213	1	1
KDM4B	1	AR	O94953	P10275	1	1
KDM4C	1	JAG1	Q9H3R0	P78504	1	1
KLF2	1	THBD	Q9Y5W3	P07204	1	1
KLF4	1	HSPA8	O43474	P11142	1	1
KLF4	-1	SOD1	O43474	P00441	1	1
KLF4	1	THBD	O43474	P07204	1	1
LEF1	1	ALX4	Q9UJU2	Q9H161	1	1
ALX4	-1	NCAM1	Q9H161	P13591	1	1
LEF1	1	NCAM1	Q9UJU2	P13591	1	1
LEF1	1	ELANE	Q9UJU2	P08246	1	1
RUNX1	1	ELANE	Q01196	P08246	1	1
LEF1	1	CEBPA	Q9UJU2	P49715	1	1
RUNX2	1	ELANE	Q13950	P08246	1	1
RUNX3	1	ELANE	Q13761	P08246	1	1
MAPK9	1	BAZ1B	P45984	Q9UIG0	1	1
MAPK3	1	BAZ1B	P27361	Q9UIG0	1	1
LEF1	1	OCA2	Q9UJU2	Q04671	1	1
MITF	1	OCA2	O75030	Q04671	1	1
MAFA	1	PC	Q8NHW3	P11498	1	1
MAFA	1	PDX1	Q8NHW3	P52945	1	1
MAFA	1	GLP1R	Q8NHW3	P43220	1	1
MAFA	1	NKX6-1	Q8NHW3	P78426	1	1
MAFA	1	SLC2A2	Q8NHW3	P11168	1	1
MAFA	1	PCSK1	Q8NHW3	P29120	1	1
CyclinB/CDK1	-1	TP73	SIGNOR-C17	O15350	0	1
CyclinB/CDK1	-1	MYOD1	SIGNOR-C17	P15172	0	1
CyclinB/CDK1	-1	ECT2	SIGNOR-C17	Q9H8V3	0	1
CyclinB/CDK1	-1	KMT5A	SIGNOR-C17	Q9NQR1	0	1
LHX3	1	FSHB	Q9UBR4	P01225	1	1
LHX4	1	POU1F1	Q969G2	P28069	1	1
POU1F1	1	GH1	P28069	P01241	1	1
CyclinB/CDK1	-1	ERF	SIGNOR-C17	P50548	0	1
MAF	1	MMP13	O75444	P45452	1	1
PAK1	1	CTNNB1	Q13153	P35222	1	1
CyclinB/CDK1	-1	DDX3X	SIGNOR-C17	O00571	0	1
MBD1	-1	MGMT	Q9UIS9	P16455	1	1
MECP2	-1	MGMT	P51608	P16455	1	1
CHAF1A	-1	MGMT	Q13111	P16455	1	1
CHAF1B	-1	MGMT	Q13112	P16455	1	1
MECP2	-1	CCND1	P51608	P24385	1	1
MECP2	-1	TFF1	P51608	P04155	1	1
MECP2	-1	ESR1	P51608	P03372	1	1
LPAR3	1	GNAI1	Q9UBY5	P63096	1	1
AKT1	1	MDM2	P31749	Q00987	1	1
DNMT1	-1	GAD1	P26358	Q99259	1	1
DNMT1	-1	RELN	P26358	P78509	1	1
HDAC1	-1	GAD1	Q13547	Q99259	1	1
HDAC1	-1	RELN	Q13547	P78509	1	1
MECP2	-1	RELN	P51608	P78509	1	1
MECP2	-1	GAD1	P51608	Q99259	1	1
MECP2	-1	IGFBP3	P51608	P17936	1	1
MEF2C	1	CPT1B	Q06413	Q92523	1	1
PPARG	1	CPT1B	P37231	Q92523	1	1
CyclinB/CDK1	-1	CASP9	SIGNOR-C17	P55211	0	1
CyclinB/CDK1	-1	IREB2	SIGNOR-C17	P48200	0	1
CyclinB/CDK1	-1	DDX3X	SIGNOR-C17	O00571	0	1
TYK2	1	IFNAR1	P29597	P17181	1	1
RXRA	1	CPT1B	P19793	Q92523	1	1
TNF	-1	IRS1	P01375	P35568	1	1
MITF	1	ACP5	O75030	P13686	1	1
SPI1	1	ACP5	P17947	P13686	1	1
MITF	1	BEST1	O75030	O76090	1	1
MITF	1	SERPINF1	O75030	P36955	1	1
MITF	1	TRPM1	O75030	Q7Z4N2	1	1
MITF	1	PMEL	O75030	P40967	1	1
MITF	1	MLANA	O75030	Q16655	1	1
LHX2	-1	MSX1	P50458	P28360	1	1
MYC	-1	HLA-E	P01106	P13747	1	1
MYC	-1	HLA-F	P01106	P30511	1	1
TYK2	1	STAT1	P29597	P42224	1	1
MITF	1	TYRP1	O75030	P17643	1	1
MITF	1	DCT	O75030	P40126	1	1
MITF	1	TYR	O75030	P14679	1	1
MTA1	-1	CDH1	Q13330	P12830	1	1
MTA1	-1	MTA3	Q13330	Q9BTC8	1	1
MTA1	1	SNAI1	Q13330	O95863	1	1
MTA1	1	SNAI2	Q13330	O43623	1	1
MTA1	1	CXCL1	Q13330	P09341	1	1
MTF1	1	GCLC	Q14872	P48506	1	1
MTF1	1	MCAT	Q14872	Q8IVS2	1	1
MTF1	1	SOD1	Q14872	P00441	1	1
MYC	-1	HLA-C	P01106	P04222	1	1
MYC	-1	HLA-A	P01106	P30443	1	1
MYC	-1	HLA-B	P01106	P01889	1	1
MYC	-1	HLA-G	P01106	P17693	1	1
RBM15	1	SON	Q96T37	P18583	1	1
FBXW7	-1	NOTCH4	Q969H0	Q99466	1	1
PTPN12	-1	WAS	Q05209	P42768	1	1
Mubritinib	-1	ERBB2	CID:6444692	P04626	0	1
MYCN	-1	ABCB1	P04198	P08183	1	1
MYCN	1	ABCC1	P04198	P33527	1	1
MYCN	1	CTSD	P04198	P07339	1	1
NKX3-1	1	ACTG2	Q99801	P63267	1	1
MYOCD	1	ACTG2	Q8IZQ8	P63267	1	1
NANOG	-1	AFP	Q9H9S0	P02771	1	1
NANOG	-1	CDX2	Q9H9S0	Q99626	1	1
NANOG	-1	CGA	Q9H9S0	P01215	1	1
CyclinB/CDK1	-1	NCOA3	SIGNOR-C17	Q9Y6Q9	0	1
CyclinB/CDK1	unknown	PBK	SIGNOR-C17	Q96KB5	0	1
MYC	-1	PRODH	P01106	O43272	1	1
MYC	1	ST3GAL3	P01106	Q11203	1	1
CDX2	1	FUT2	Q99626	Q10981	1	1
MYC	1	ST3GAL4	P01106	Q11206	1	1
MYC	1	FUT3	P01106	P21217	1	1
MYC	1	ST3GAL1	P01106	Q11201	1	1
YY1	1	SURF1	P25490	Q15526	1	1
MYC	1	SURF1	P01106	Q15526	1	1
NANOG	-1	GATA4	Q9H9S0	P43694	1	1
NANOG	-1	GATA6	Q9H9S0	Q92908	1	1
NANOG	-1	LAMB1	Q9H9S0	P07942	1	1
NEUROG3	-1	ASH1L	Q9Y4Z2	Q9NR48	1	1
NEUROG3	1	NEUROD1	Q9Y4Z2	Q13562	1	1
NEUROG3	-1	NEUROD4	Q9Y4Z2	Q9HD90	1	1
CyclinB/CDK1	-1	PLEC	SIGNOR-C17	Q15149	0	1
CyclinB/CDK1	-1	PLEC	SIGNOR-C17	Q15149	0	1
CyclinB/CDK1	1	RUNX1	SIGNOR-C17	Q01196	0	1
NANOG	-1	CGB	Q9H9S0	P01233	1	0
NANOG	-1	GATA2	Q9H9S0	P23769	1	1
NEUROG3	1	NEUROG1	Q9Y4Z2	Q92886	1	1
NEUROG3	-1	NEUROG2	Q9Y4Z2	Q9H2A3	1	1
NEUROG3	1	NHLH1	Q9Y4Z2	Q02575	1	1
BMPR1A/1B/2	1	BMPR1A/1B/2	SIGNOR-C29	SIGNOR-C29	0	0
CyclinB/CDK1	-1	MYOD1	SIGNOR-C17	P15172	0	1
CyclinB/CDK1	1	RUNX1	SIGNOR-C17	Q01196	0	1
NEUROG3	-1	VSX2	Q9Y4Z2	P58304	1	1
PTPN2	-1	STAT5A	P17706	P42229	1	1
NFE2L2	-1	GSTA1	Q16236	P08263	1	1
NFE2L2	1	KRT16	Q16236	P08779	1	1
NFE2L2	1	TXN	Q16236	P10599	1	1
BTG2	1	NFE2L2	P78543	Q16236	1	1
BTG2	1	CAT	P78543	P04040	1	1
